movie_id,genre
tt10384744,Comedy
tt10384744,Adventure
tt10392792,Romance
tt10392792,Drama
tt10392792,Action
tt10394822,Drama
tt10405902,Comedy
tt10407272,Romance
tt10407272,Drama
tt10407272,Comedy
tt10409590,Drama
tt10409590,Crime
tt10410520,Comedy
tt10411954,Thriller
tt10419266,Adventure
tt10419266,Action
tt10431010,Drama
tt10431500,Drama
tt10438658,Drama
tt10438658,Comedy
tt10443252,Thriller
tt10443252,Drama
tt10443252,Crime
tt10443808,Drama
tt10443808,Action
tt10444252,Thriller
tt10444252,Mystery
tt10444252,Drama
tt10452466,Romance
tt10495746,Family
tt10495746,Drama
tt10495912,Romance
tt10495912,Family
tt10495912,Drama
tt10497826,Thriller
tt10497826,Action
tt10498810,Thriller
tt10498810,Mystery
tt10498810,Horror
tt10503934,Drama
tt10503934,Adventure
tt10503934,Action
tt10504752,Comedy
tt10504928,Others
tt10510654,Drama
tt10510654,Action
tt10514532,Horror
tt10515086,Mystery
tt10515086,Horror
tt10515086,Drama
tt10515340,Horror
tt10518924,Drama
tt10518924,Comedy
tt10519182,Drama
tt10519182,Comedy
tt10521814,Horror
tt10521814,Fantasy
tt10540024,Drama
tt10545040,Thriller
tt10545040,Mystery
tt10545040,Crime
tt10545470,Drama
tt10545484,Thriller
tt10545484,Drama
tt10545484,Crime
tt10550884,Thriller
tt10550884,Horror
tt10550884,Action
tt10551118,Comedy
tt10551118,Adventure
tt10551118,Action
tt10551420,Drama
tt10551450,Romance
tt10551450,Drama
tt10551608,Romance
tt10551608,Comedy
tt10556036,Thriller
tt10556036,Drama
tt10579992,Comedy
tt10581102,Sci-Fi
tt10581102,Horror
tt10585038,Horror
tt10589914,Thriller
tt10589914,Horror
tt10589914,Crime
tt10592082,Romance
tt10592506,Drama
tt10602172,Drama
tt10604464,Horror
tt10608842,Horror
tt10608842,Comedy
tt10622790,Romance
tt10622790,Drama
tt10622790,Comedy
tt10623524,Drama
tt10623524,Comedy
tt10627720,Thriller
tt10627720,Fantasy
tt10643938,Drama
tt10648440,Comedy
tt10648440,Action
tt10651188,Thriller
tt10656188,Thriller
tt10656188,Mystery
tt10656188,Horror
tt10656240,Drama
tt10656240,Comedy
tt10658960,Horror
tt10659288,Horror
tt10671436,Thriller
tt10675136,Horror
tt10675966,Drama
tt10676902,Romance
tt10676902,Drama
tt10676902,Comedy
tt10682000,Others
tt10687168,Others
tt10695638,Romance
tt10695638,Drama
tt10696882,Drama
tt10696882,Crime
tt10696882,Comedy
tt10702760,Comedy
tt10709404,Drama
tt10709404,Comedy
tt10709404,Action
tt10711648,Comedy
tt10715194,Comedy
tt10715974,Drama
tt10726604,Crime
tt10726604,Action
tt10726756,Drama
tt10726756,Comedy
tt1072748,Fantasy
tt1072748,Drama
tt10731866,Drama
tt10734928,Adventure
tt10734928,Action
tt10738914,Drama
tt10763618,Romance
tt10763618,Drama
tt10763826,Action
tt10764458,Comedy
tt10765852,Others
tt10767168,Thriller
tt10767168,Horror
tt10767168,Drama
tt10767426,Thriller
tt10767426,Drama
tt10768678,Drama
tt10768678,Comedy
tt10783920,Comedy
tt10800758,Thriller
tt10800758,Horror
tt10805432,Thriller
tt10805432,Horror
tt10815982,Drama
tt10815982,Action
tt10816510,Romance
tt10816510,Drama
tt10816510,Crime
tt1082807,Thriller
tt1082807,Horror
tt10834986,Action
tt10860558,Drama
tt10864024,Drama
tt10867504,Drama
tt10869474,Thriller
tt10869474,Crime
tt10869474,Action
tt10883272,Drama
tt10883506,Drama
tt10883506,Crime
tt10885124,Comedy
tt10895780,Romance
tt10895780,Drama
tt10895830,Comedy
tt10901588,Drama
tt10914342,Drama
tt10927122,Horror
tt10927122,Comedy
tt10944714,Thriller
tt10944714,Action
tt10958282,Crime
tt10975452,Thriller
tt10975452,Horror
tt10975452,Comedy
tt10984586,Thriller
tt11006522,Drama
tt11020466,Comedy
tt11027104,Comedy
tt11041136,Drama
tt11041754,Comedy
tt11046300,Comedy
tt11062388,Others
tt11066130,Drama
tt11110904,Horror
tt11110904,Comedy
tt11134856,Drama
tt11163028,Comedy
tt11238648,Comedy
tt1127881,Drama
tt1131724,Thriller
tt1131728,Romance
tt1131728,Comedy
tt1134664,Drama
tt1134664,Comedy
tt1137450,Drama
tt1137450,Crime
tt1137450,Action
tt1139592,Mystery
tt1139592,Horror
tt1139592,Action
tt1148205,Drama
tt1158939,Drama
tt1183352,Adventure
tt1194238,Drama
tt1194238,Crime
tt1194606,Mystery
tt1194606,Drama
tt1194606,Crime
tt1206885,Thriller
tt1206885,Adventure
tt1206885,Action
tt1212428,Drama
tt1213641,Drama
tt1219827,Sci-Fi
tt1219827,Drama
tt1219827,Action
tt1225856,Thriller
tt1225856,Drama
tt1226837,Drama
tt1227927,Thriller
tt1227927,Sci-Fi
tt1230168,Drama
tt1235187,Romance
tt1235187,Drama
tt1241317,Drama
tt1241317,Crime
tt1241317,Adventure
tt1249439,Thriller
tt1253859,Fantasy
tt1253859,Action
tt1255919,Mystery
tt1255919,Crime
tt1255919,Comedy
tt1259528,Drama
tt1259528,Crime
tt1259528,Action
tt1270797,Thriller
tt1270797,Sci-Fi
tt1270797,Action
tt1272016,Family
tt1272016,Drama
tt1273221,Thriller
tt1273221,Mystery
tt1273221,Crime
tt1281966,Drama
tt1281966,Action
tt1285009,Horror
tt1286146,Drama
tt1286146,Crime
tt1286146,Action
tt1288367,Romance
tt1288367,Comedy
tt1289403,Romance
tt1289403,Drama
tt1291566,Romance
tt1291566,Mystery
tt1291566,Drama
tt1293847,Thriller
tt1293847,Adventure
tt1293847,Action
tt1298644,Crime
tt1298644,Comedy
tt1301178,Drama
tt1302006,Drama
tt1302006,Crime
tt1308728,Crime
tt1308728,Comedy
tt1308728,Action
tt1318517,Drama
tt1318517,Comedy
tt1318517,Adventure
tt1330018,Drama
tt1334514,Comedy
tt1338635,Horror
tt1362141,Drama
tt1362141,Comedy
tt1365519,Fantasy
tt1365519,Adventure
tt1365519,Action
tt1366338,Drama
tt1366338,Crime
tt1366338,Adventure
tt1380151,Mystery
tt1380151,Horror
tt1380151,Drama
tt1386583,Thriller
tt1386583,Sci-Fi
tt1386583,Horror
tt1386691,Mystery
tt1386691,Drama
tt1386691,Crime
tt1389072,Sci-Fi
tt1389072,Drama
tt1389098,Drama
tt1396484,Horror
tt1401621,Fantasy
tt1401621,Drama
tt1412528,Romance
tt1412528,Drama
tt1412528,Comedy
tt1413492,Drama
tt1413492,Action
tt1431347,Drama
tt1454700,Thriller
tt1454700,Drama
tt1458169,Thriller
tt1458169,Drama
tt1458169,Crime
tt1464763,Thriller
tt1464763,Sci-Fi
tt1464763,Mystery
tt1469304,Crime
tt1469304,Comedy
tt1469304,Action
tt1477834,Fantasy
tt1477834,Adventure
tt1477834,Action
tt1478839,Romance
tt1478839,Drama
tt1478839,Comedy
tt1485796,Drama
tt1488606,Crime
tt1488606,Adventure
tt1488606,Action
tt1489887,Comedy
tt1492705,Romance
tt1492705,Drama
tt1492705,Comedy
tt1502407,Thriller
tt1502407,Horror
tt1507002,Drama
tt1507571,Drama
tt1517451,Romance
tt1517451,Drama
tt1517471,Drama
tt1517471,Comedy
tt1525916,Drama
tt1525916,Comedy
tt1536537,Drama
tt1536537,Crime
tt1536537,Action
tt1542484,Comedy
tt1544608,Thriller
tt1544608,Mystery
tt1544608,Drama
tt1553659,Romance
tt1553659,Drama
tt1553659,Adventure
tt1558259,Thriller
tt1558259,Sci-Fi
tt1558259,Horror
tt1560220,Horror
tt1560220,Comedy
tt1560220,Action
tt1563742,Romance
tt1563742,Comedy
tt1564777,Fantasy
tt1564777,Drama
tt1564777,Adventure
tt1571234,Fantasy
tt1571234,Adventure
tt1571234,Action
tt1590193,Thriller
tt1590193,Mystery
tt1590193,Action
tt1604064,Horror
tt1604064,Comedy
tt1604064,Action
tt1604560,Horror
tt1610525,Drama
tt1615160,Thriller
tt1615160,Action
tt1618434,Crime
tt1618434,Comedy
tt1618434,Action
tt1619029,Drama
tt1620680,Fantasy
tt1620680,Family
tt1620680,Adventure
tt1620981,Family
tt1620981,Comedy
tt1633217,Drama
tt1633217,Comedy
tt1640605,Thriller
tt1640605,Horror
tt1646972,Thriller
tt1648190,Fantasy
tt1648190,Adventure
tt1648190,Action
tt1650060,Drama
tt1650060,Adventure
tt1650060,Action
tt1650535,Thriller
tt1650535,Crime
tt1653665,Drama
tt1661275,Romance
tt1661275,Drama
tt1661275,Comedy
tt1663222,Horror
tt1663222,Adventure
tt1663222,Action
tt1666185,Drama
tt1666187,Comedy
tt1666187,Adventure
tt1666187,Action
tt1667321,Romance
tt1667321,Drama
tt1667354,Drama
tt1674768,Drama
tt1674768,Crime
tt1677720,Sci-Fi
tt1677720,Adventure
tt1677720,Action
tt1680140,Drama
tt1680140,Adventure
tt1680140,Action
tt1682886,Romance
tt1682886,Drama
tt1690967,Drama
tt1691916,Mystery
tt1691916,Fantasy
tt1691916,Drama
tt1691924,Horror
tt1698655,Horror
tt1699518,Drama
tt1712192,Thriller
tt1712192,Action
tt1715751,Drama
tt1715751,Crime
tt1718924,Drama
tt1718998,Comedy
tt1720035,Thriller
tt1720035,Drama
tt1720035,Action
tt1720621,Thriller
tt1720621,Drama
tt1724970,Horror
tt1724970,Adventure
tt1724970,Action
tt1727396,Drama
tt1727497,Drama
tt1727497,Crime
tt1727497,Action
tt1727824,Drama
tt1734493,Mystery
tt1734493,Drama
tt1734493,Action
tt1736046,Horror
tt1740683,Drama
tt1748051,Thriller
tt1753786,Drama
tt1753786,Adventure
tt1753786,Action
tt1754316,Thriller
tt1754316,Drama
tt1754316,Action
tt1757831,Horror
tt1757831,Comedy
tt1758810,Mystery
tt1758810,Drama
tt1758810,Crime
tt1759744,Drama
tt1759744,Crime
tt1773753,Thriller
tt1773753,Horror
tt1773753,Crime
tt1774591,Thriller
tt1774591,Drama
tt1776097,Horror
tt1780790,Thriller
tt1780790,Sci-Fi
tt1780790,Horror
tt1780967,Thriller
tt1780967,Drama
tt1781058,Drama
tt1781058,Comedy
tt1785288,Thriller
tt1785288,Drama
tt1785635,Mystery
tt1785635,Horror
tt1785635,Crime
tt1790809,Fantasy
tt1790809,Adventure
tt1790809,Action
tt1791611,Drama
tt1791611,Crime
tt1791611,Action
tt1791687,Drama
tt1799516,Family
tt1799516,Drama
tt1799516,Crime
tt1800302,Drama
tt1800302,Crime
tt1801552,Drama
tt1801552,Crime
tt1806913,Fantasy
tt1806913,Comedy
tt1806913,Action
tt1824932,Drama
tt1825683,Sci-Fi
tt1825683,Adventure
tt1825683,Action
tt1826956,Thriller
tt1826956,Drama
tt1826956,Action
tt1833116,Drama
tt1833116,Crime
tt1837636,Drama
tt1837636,Adventure
tt1841642,Thriller
tt1841642,Horror
tt1843303,Comedy
tt1843303,Adventure
tt1843303,Action
tt1846589,Thriller
tt1846589,Action
tt1854582,Horror
tt1855282,Drama
tt1856101,Mystery
tt1856101,Drama
tt1856101,Action
tt1859476,Drama
tt1859476,Comedy
tt1860242,Drama
tt1860242,Crime
tt1863293,Drama
tt1869347,Mystery
tt1869347,Drama
tt1869347,Crime
tt1869491,Thriller
tt1869491,Mystery
tt1869491,Horror
tt1880399,Drama
tt1880415,Romance
tt1880415,Drama
tt1881109,Drama
tt1881109,Comedy
tt1884378,Thriller
tt1884378,Sci-Fi
tt1884378,Mystery
tt1895315,Thriller
tt1895315,Mystery
tt1895315,Drama
tt1901024,Thriller
tt1901024,Drama
tt1901024,Crime
tt1922544,Drama
tt1928334,Drama
tt1928334,Comedy
tt1934452,Mystery
tt1934452,Horror
tt1935089,Romance
tt1935089,Drama
tt1935194,Thriller
tt1935194,Action
tt1935897,Thriller
tt1935897,Horror
tt1937340,Romance
tt1937340,Drama
tt1946502,Comedy
tt1946502,Adventure
tt1950186,Drama
tt1950186,Action
tt1950235,Romance
tt1950235,Comedy
tt1961175,Thriller
tt1961175,Action
tt1966359,Drama
tt1966359,Comedy
tt1966385,Thriller
tt1966385,Drama
tt1966385,Crime
tt1967614,Drama
tt1967614,Comedy
tt1971310,Romance
tt1971310,Drama
tt1971310,Comedy
tt1972591,Drama
tt1972591,Adventure
tt1972591,Action
tt1977094,Thriller
tt1977094,Sci-Fi
tt1979376,Comedy
tt1979376,Adventure
tt1981128,Thriller
tt1981128,Sci-Fi
tt1981128,Action
tt1986202,Thriller
tt1986202,Horror
tt1986202,Drama
tt1987680,Drama
tt1987680,Comedy
tt1995458,Crime
tt1995458,Comedy
tt1995458,Action
tt1999890,Horror
tt1999995,Thriller
tt1999995,Horror
tt2002742,Thriller
tt2002742,Drama
tt2002742,Comedy
tt2011223,Romance
tt2011223,Drama
tt2011223,Comedy
tt2011311,Thriller
tt2011311,Drama
tt2011311,Crime
tt2018069,Sci-Fi
tt2018069,Horror
tt2018069,Drama
tt2018111,Drama
tt2024521,Drama
tt2034176,Thriller
tt2034176,Horror
tt2034176,Action
tt2034800,Fantasy
tt2034800,Adventure
tt2034800,Action
tt2039338,Mystery
tt2039338,Horror
tt2039338,Drama
tt2039380,Sci-Fi
tt2039380,Adventure
tt2039412,Thriller
tt2039412,Mystery
tt2039412,Drama
tt2042692,Thriller
tt2042692,Mystery
tt2042692,Drama
tt2049518,Thriller
tt2049518,Horror
tt2049518,Comedy
tt2050452,Drama
tt2051850,Drama
tt2051850,Action
tt2062700,Romance
tt2062700,Drama
tt2066051,Drama
tt2069797,Thriller
tt2069797,Horror
tt2072233,Thriller
tt2072233,Crime
tt2072233,Action
tt2073600,Drama
tt2076826,Comedy
tt2088950,Thriller
tt2088950,Drama
tt2090465,Thriller
tt2090465,Mystery
tt2091256,Comedy
tt2091256,Action
tt2094195,Mystery
tt2094195,Drama
tt2094195,Crime
tt2098669,Drama
tt2114504,Family
tt2114504,Comedy
tt2119532,Drama
tt2119543,Horror
tt2119543,Fantasy
tt2119543,Comedy
tt2125650,Thriller
tt2125650,Mystery
tt2125650,Horror
tt2126357,Romance
tt2126357,Drama
tt2126357,Comedy
tt2139881,Romance
tt2139881,Comedy
tt2140507,Drama
tt2140629,Thriller
tt2140629,Comedy
tt2149360,Thriller
tt2149360,Horror
tt2149360,Drama
tt2150177,Drama
tt2150177,Comedy
tt2150177,Action
tt2155399,Drama
tt2157045,Thriller
tt2157045,Mystery
tt2157045,Horror
tt2160105,Thriller
tt2160105,Fantasy
tt2170667,Drama
tt2179155,Comedy
tt2179231,Comedy
tt2179734,Thriller
tt2179734,Drama
tt2179734,Crime
tt2181282,Thriller
tt2184233,Romance
tt2184233,Drama
tt2186712,Romance
tt2186712,Drama
tt2195552,Thriller
tt2195552,Drama
tt2196053,Romance
tt2196053,Drama
tt2197926,Drama
tt2197926,Crime
tt2197926,Action
tt2198235,Drama
tt2198235,Crime
tt2198235,Action
tt2201211,Family
tt2201211,Drama
tt2201211,Comedy
tt2226440,Action
tt2226597,Drama
tt2226597,Adventure
tt2226597,Action
tt2231461,Sci-Fi
tt2231461,Adventure
tt2231461,Action
tt2233979,Mystery
tt2233979,Horror
tt2233979,Drama
tt2237324,Thriller
tt2237324,Crime
tt2239822,Fantasy
tt2239822,Adventure
tt2239822,Action
tt2241475,Crime
tt2243900,Crime
tt2243900,Adventure
tt2243900,Action
tt2249081,Thriller
tt2250912,Sci-Fi
tt2250912,Adventure
tt2250912,Action
tt2262216,Comedy
tt2262315,Horror
tt2262315,Drama
tt2262315,Crime
tt2265651,Drama
tt2265651,Crime
tt2268018,Horror
tt2268018,Drama
tt2268018,Action
tt2273648,Horror
tt2273648,Fantasy
tt2273648,Action
tt2274604,Romance
tt2274604,Drama
tt2274604,Comedy
tt2274648,Fantasy
tt2274648,Adventure
tt2274648,Action
tt2275629,Drama
tt2275743,Romance
tt2275743,Drama
tt2277834,Thriller
tt2277834,Adventure
tt2278870,Sci-Fi
tt2278870,Mystery
tt2278870,Adventure
tt2281442,Horror
tt2283336,Comedy
tt2283336,Adventure
tt2283336,Action
tt2283362,Comedy
tt2283362,Adventure
tt2283362,Action
tt2289098,Sci-Fi
tt2289098,Comedy
tt2291540,Drama
tt2293060,Crime
tt2293060,Action
tt2293272,Drama
tt2296777,Comedy
tt2296777,Adventure
tt2297108,Thriller
tt2297108,Mystery
tt2297108,Horror
tt2302416,Thriller
tt2302416,Drama
tt2304662,Drama
tt2306441,Romance
tt2306441,Drama
tt2310316,Thriller
tt2310316,Horror
tt2311530,Thriller
tt2311530,Mystery
tt2312184,Comedy
tt2312184,Adventure
tt2312184,Action
tt2315582,Romance
tt2315582,Drama
tt2315596,Drama
tt2315596,Crime
tt2315596,Action
tt2316204,Thriller
tt2316204,Sci-Fi
tt2316204,Horror
tt2316479,Crime
tt2316479,Comedy
tt2316479,Action
tt2324928,Sci-Fi
tt2324928,Horror
tt2324928,Drama
tt2328900,Drama
tt2330973,Romance
tt2330973,Mystery
tt2330973,Drama
tt2331047,Sci-Fi
tt2331047,Mystery
tt2331047,Drama
tt2334871,Comedy
tt2334871,Adventure
tt2334871,Action
tt2337841,Thriller
tt2337841,Mystery
tt2337841,Drama
tt2338454,Fantasy
tt2338454,Drama
tt2338454,Comedy
tt2345759,Fantasy
tt2345759,Adventure
tt2345759,Action
tt2349944,Drama
tt2361317,Drama
tt2361317,Crime
tt2361317,Action
tt2361746,Romance
tt2361746,Drama
tt2368254,Drama
tt2369600,Romance
tt2369600,Comedy
tt2370230,Romance
tt2370230,Drama
tt2371365,Comedy
tt2372251,Horror
tt2372251,Fantasy
tt2372251,Drama
tt2375585,Horror
tt2375585,Action
tt2377752,Romance
tt2377752,Comedy
tt2378145,Thriller
tt2378145,Mystery
tt2378145,Horror
tt2378507,Drama
tt2380307,Family
tt2380307,Adventure
tt2382622,Drama
tt2382622,Comedy
tt2385752,Romance
tt2385752,Comedy
tt2386237,Horror
tt2386490,Adventure
tt2386490,Action
tt2386588,Mystery
tt2386588,Drama
tt2386668,Drama
tt2386668,Crime
tt2386668,Action
tt2388771,Fantasy
tt2388771,Drama
tt2388771,Adventure
tt2392383,Fantasy
tt2392383,Drama
tt2392383,Adventure
tt2392748,Sci-Fi
tt2392748,Action
tt2392830,Drama
tt2395469,Drama
tt2396489,Thriller
tt2396489,Drama
tt2396589,Drama
tt2398241,Comedy
tt2398241,Adventure
tt2401825,Drama
tt2404639,Drama
tt2406566,Thriller
tt2406566,Mystery
tt2406566,Action
tt2413516,Thriller
tt2413516,Sci-Fi
tt2413516,Horror
tt2417712,Comedy
tt2421910,Thriller
tt2425466,Romance
tt2425466,Drama
tt2425466,Comedy
tt2429278,Thriller
tt2429278,Mystery
tt2429278,Drama
tt2435970,Thriller
tt2435970,Mystery
tt2435970,Drama
tt2445568,Action
tt2449638,Thriller
tt2449638,Sci-Fi
tt2463842,Comedy
tt2476294,Drama
tt2481498,Drama
tt2481498,Crime
tt2482856,Thriller
tt2482856,Horror
tt2484224,Thriller
tt2484224,Sci-Fi
tt2484224,Romance
tt2487028,Comedy
tt2490148,Comedy
tt2490148,Action
tt2492344,Thriller
tt2492344,Sci-Fi
tt2492344,Action
tt2499472,Thriller
tt2499472,Crime
tt2499472,Action
tt2501366,Horror
tt2501366,Fantasy
tt2515456,Fantasy
tt2515456,Drama
tt2516500,Horror
tt2516500,Comedy
tt2516966,Sci-Fi
tt2516966,Mystery
tt2516966,Horror
tt2520046,Crime
tt2520046,Comedy
tt2520046,Action
tt2523096,Thriller
tt2523096,Horror
tt2527336,Fantasy
tt2527336,Adventure
tt2527336,Action
tt2530316,Romance
tt2530316,Drama
tt2530316,Comedy
tt2531334,Thriller
tt2531334,Horror
tt2531344,Comedy
tt2534642,Family
tt2543472,Family
tt2543472,Drama
tt2548396,Mystery
tt2548396,Horror
tt2548396,Drama
tt2556676,Thriller
tt2556676,Drama
tt2556676,Crime
tt2557478,Sci-Fi
tt2557478,Adventure
tt2557478,Action
tt2560792,Thriller
tt2560792,Action
tt2565974,Mystery
tt2565974,Horror
tt2565974,Fantasy
tt2566644,Drama
tt2566644,Comedy
tt2568862,Crime
tt2568862,Comedy
tt2570500,Drama
tt2570500,Comedy
tt2570500,Adventure
tt2575290,Mystery
tt2575290,Drama
tt2575290,Crime
tt2578608,Thriller
tt2578608,Horror
tt2578608,Action
tt2582498,Thriller
tt2582498,Drama
tt2582576,Drama
tt2582784,Drama
tt2582784,Comedy
tt2585736,Drama
tt2585736,Comedy
tt2585736,Adventure
tt2586120,Romance
tt2586120,Drama
tt2586120,Crime
tt2592614,Sci-Fi
tt2592614,Horror
tt2592614,Action
tt2597760,Comedy
tt2602338,Mystery
tt2602338,Horror
tt2602338,Drama
tt2606314,Thriller
tt2606314,Mystery
tt2610248,Mystery
tt2610248,Drama
tt2619512,Thriller
tt2620590,Thriller
tt2620590,Horror
tt2620590,Crime
tt2625948,Mystery
tt2625948,Horror
tt2625948,Action
tt2630742,Thriller
tt2630742,Crime
tt2633076,Mystery
tt2633076,Horror
tt2633076,Drama
tt2634414,Comedy
tt2634414,Adventure
tt2634414,Action
tt2639336,Thriller
tt2639336,Mystery
tt2639336,Drama
tt2651724,Sci-Fi
tt2651724,Adventure
tt2651724,Action
tt2658538,Drama
tt2658538,Comedy
tt2670882,Drama
tt2670882,Comedy
tt2671706,Drama
tt2674454,Drama
tt2677064,Thriller
tt2677064,Action
tt2677722,Drama
tt2677722,Crime
tt2690226,Drama
tt2690634,Drama
tt2690634,Comedy
tt2700194,Sci-Fi
tt2700194,Drama
tt2700194,Adventure
tt2704998,Crime
tt2704998,Comedy
tt2704998,Action
tt2707810,Mystery
tt2707810,Drama
tt2709692,Fantasy
tt2709692,Family
tt2709962,Family
tt2709962,Comedy
tt2712758,Thriller
tt2712758,Sci-Fi
tt2720826,Drama
